Portsmouth,NH,23,1,4,,,Ttest AVL and BST,Ttest AVL and Splay,Ttest Splay and BST
Norfolk,VA,1,19,13,,,,,
Norfolk,VA,1,19,13,,,,,
Norfolk,VA,1,19,13,,,,,
Norfolk,VA,1,19,13,,,,,
Newport News,VA,20,23,12,,,,,
Newport News,VA,1,23,12,,,,,
Newport News,VA,1,23,12,,,,,
Fort Eustis,VA,40,28,14,,,,,
Newport News,VA,2,23,12,,,,,
Newport News,VA,1,23,12,,,,,
Newport News,VA,1,23,12,,,,,
Newport News,VA,1,23,12,,,,,
Newport News,VA,1,23,12,,,,,
Newport News,VA,1,23,12,,,,,
Newport News,VA,1,23,12,,,,,
Hampton,VA,24,32,12,,,,,
Hampton,VA,1,32,12,,,,,
Fort Monroe,VA,15,30,14,,,,,
Hampton,VA,2,32,12,,,,,
Hampton,VA,1,32,12,,,,,
Poquoson,VA,32,25,16,,,,,
Hampton,VA,2,32,12,,,,,
Hampton,VA,1,32,12,,,,,
Hampton,VA,1,32,12,,,,,
Hampton,VA,1,32,12,,,,,
Hampton,VA,1,32,12,,,,,
Hampton,VA,1,32,12,,,,,
Hampton,VA,1,32,12,,,,,
Hampton,VA,1,32,12,,,,,
Hampton,VA,1,32,12,,,,,
Yorktown,VA,21,26,14,,,,,
Yorktown,VA,1,26,14,,,,,
Yorktown,VA,1,26,14,,,,,
Yorktown,VA,1,26,14,,,,,
Lackey,VA,25,19,14,,,,,
Seaford,VA,20,16,16,,,,,
Portsmouth,VA,18,10,13,,,,,
Portsmouth,VA,1,10,13,,,,,
Portsmouth,VA,1,10,13,,,,,
Portsmouth,VA,1,10,13,,,,,
Portsmouth,VA,1,10,13,,,,,
Portsmouth,VA,1,10,13,,,,,
Portsmouth,VA,1,10,13,,,,,
Portsmouth,VA,1,10,13,,,,,
Fort Lee,VA,16,29,14,,,,,
Petersburg,VA,20,20,14,,,,,
Petersburg,VA,1,20,14,,,,,
Petersburg,VA,1,20,14,,,,,
Petersburg,VA,1,20,14,,,,,
Alberta,VA,44,11,13,,,,,
Ammon,VA,29,14,15,,,,,
Blackstone,VA,21,13,15,,,,,
Boykins,VA,23,15,15,,,,,
Branchville,VA,18,16,14,,,,,
Capron,VA,20,24,12,,,,,
Carson,VA,12,20,16,,,,,
Chester,VA,16,17,13,,,,,
Chesterfield,VA,9,17,15,,,,,
Church Road,VA,11,28,13,,,,,
Colonial Heights,VA,10,22,15,,,,,
Chester,VA,4,17,13,,,,,
Courtland,VA,19,22,13,,,,,
Chesterfield,VA,4,17,15,,,,,
Dendron,VA,17,26,15,,,,,
Dewitt,VA,17,27,16,,,,,
Dinwiddie,VA,10,28,16,,,,,
Disputanta,VA,7,29,15,,,,,
Dolphin,VA,13,30,17,,,,,
Drewryville,VA,18,25,15,,,,,
Ebony,VA,15,26,14,,,,,
Elberon,VA,24,29,12,,,,,
Emporia,VA,16,28,14,,,,,
Ford,VA,19,33,13,,,,,
Franklin,VA,19,29,14,,,,,
Freeman,VA,26,28,12,,,,,
Gasburg,VA,15,26,15,,,,,
Hopewell,VA,19,10,13,,,,,
Ivor,VA,13,20,15,,,,,
Jarratt,VA,14,19,17,,,,,
Lawrenceville,VA,24,19,12,,,,,
Jarratt,VA,2,19,17,,,,,
Mc Kenney,VA,22,21,13,,,,,
Meredithville,VA,20,21,14,,,,,
Newsoms,VA,13,20,15,,,,,
Prince George,VA,16,10,12,,,,,
Rawlings,VA,17,19,15,,,,,
Sedley,VA,19,15,16,,,,,
Skippers,VA,17,16,11,,,,,
Spring Grove,VA,23,16,14,,,,,
Stony Creek,VA,15,20,15,,,,,
Surry,VA,11,17,14,,,,,
Sussex,VA,12,16,14,,,,,
Sutherland,VA,12,16,12,,,,,
Valentines,VA,23,19,14,,,,,
Wakefield,VA,17,17,13,,,,,
Warfield,VA,14,15,13,,,,,
Waverly,VA,12,22,15,,,,,
Waverly,VA,1,22,15,,,,,
White Plains,VA,11,23,15,,,,,
Wilsons,VA,19,28,10,,,,,
Yale,VA,19,24,12,,,,,
Zuni,VA,13,25,14,,,,,
Claremont,VA,63,24,14,,,,,
Farmville,VA,35,25,12,,,,,
Farmville,VA,1,25,12,,,,,
Baskerville,VA,28,16,13,,,,,
Boydton,VA,16,15,16,,,,,
Bracey,VA,10,18,16,,,,,
Brodnax,VA,16,20,12,,,,,
Buckingham,VA,14,18,14,,,,,
Burkeville,VA,11,25,14,,,,,
Charlotte Court House,VA,15,20,14,,,,,
Chase City,VA,10,21,15,,,,,
Clarksville,VA,24,27,11,,,,,
Crewe,VA,22,32,12,,,,,
Cullen,VA,19,26,13,,,,,
Dillwyn,VA,14,29,16,,,,,
Drakes Branch,VA,20,24,15,,,,,
Dundas,VA,20,28,15,,,,,
Evergreen,VA,17,28,11,,,,,
Fort Mitchell,VA,21,30,14,,,,,
Green Bay,VA,21,31,14,,,,,
Hampden Sydney,VA,18,24,16,,,,,
Kenbridge,VA,18,23,14,,,,,
Keysville,VA,20,17,14,,,,,
La Crosse,VA,23,20,12,,,,,
Lunenburg,VA,19,17,15,,,,,
Meherrin,VA,14,23,13,,,,,
Nottoway,VA,20,22,15,,,,,
Pamplin,VA,21,29,12,,,,,
Phenix,VA,17,22,14,,,,,
Prospect,VA,16,15,14,,,,,
Randolph,VA,18,17,16,,,,,
Red House,VA,17,13,13,,,,,
Red Oak,VA,18,13,13,,,,,
Rice,VA,21,16,14,,,,,
Saxe,VA,13,13,16,,,,,
Skipwith,VA,14,17,12,,,,,
South Hill,VA,24,14,14,,,,,
Victoria,VA,19,20,16,,,,,
Wylliesburg,VA,14,25,13,,,,,
Roanoke,VA,22,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Roanoke,VA,1,13,16,,,,,
Ararat,VA,61,19,12,,,,,
Axton,VA,28,14,14,,,,,
Bassett,VA,24,15,12,,,,,
Belspring,VA,19,19,14,,,,,
Bent Mountain,VA,13,19,15,,,,,
Blacksburg,VA,16,15,13,,,,,
Blacksburg,VA,1,15,13,,,,,
Blacksburg,VA,1,15,13,,,,,
Blacksburg,VA,1,15,13,,,,,
Blue Ridge,VA,12,19,14,,,,,
Boones Mill,VA,16,18,14,,,,,
Buchanan,VA,18,19,12,,,,,
Callaway,VA,17,31,13,,,,,
Christiansburg,VA,21,26,16,,,,,
Cascade,VA,17,21,16,,,,,
Catawba,VA,16,23,15,,,,,
Check,VA,21,19,16,,,,,
Christiansburg,VA,3,26,16,,,,,
Claudville,VA,16,26,14,,,,,
Cloverdale,VA,20,22,14,,,,,
Collinsville,VA,16,22,15,,,,,
Copper Hill,VA,17,27,10,,,,,
Critz,VA,12,30,14,,,,,
Daleville,VA,20,22,10,,,,,
Dublin,VA,18,23,13,,,,,
Eagle Rock,VA,23,29,14,,,,,
Eggleston,VA,15,30,14,,,,,
Elliston,VA,23,24,11,,,,,
Ferrum,VA,18,23,15,,,,,
Fieldale,VA,11,26,13,,,,,
Fincastle,VA,16,26,15,,,,,
Floyd,VA,16,29,14,,,,,
Glade Hill,VA,15,31,12,,,,,
Glen Lyn,VA,17,30,13,,,,,
Goldbond,VA,21,24,12,,,,,
Goodview,VA,10,28,14,,,,,
Hardy,VA,14,30,13,,,,,
Henry,VA,19,38,15,,,,,
Huddleston,VA,15,11,15,,,,,
Indian Valley,VA,25,15,14,,,,,
Mc Coy,VA,30,23,11,,,,,
Martinsville,VA,23,22,13,,,,,
Martinsville,VA,1,22,13,,,,,
Martinsville,VA,1,22,13,,,,,
Martinsville,VA,1,22,13,,,,,
Meadows Of Dan,VA,15,20,15,,,,,
Moneta,VA,20,25,14,,,,,
Montvale,VA,19,21,14,,,,,
Narrows,VA,15,20,15,,,,,
Newbern,VA,21,22,10,,,,,
New Castle,VA,9,21,12,,,,,
Newport,VA,10,20,14,,,,,
New River,VA,15,22,14,,,,,
Oriskany,VA,15,22,15,,,,,
Paint Bank,VA,13,23,14,,,,,
Parrott,VA,20,25,15,,,,,
Patrick Springs,VA,22,24,11,,,,,
Pearisburg,VA,18,26,13,,,,,
Pembroke,VA,9,27,13,,,,,
Penhook,VA,8,30,14,,,,,
Pilot,VA,18,25,15,,,,,
Pittsville,VA,10,21,12,,,,,
Radford,VA,13,14,12,,,,,
Radford,VA,1,14,12,,,,,
Radford,VA,1,14,12,,,,,
Redwood,VA,11,17,14,,,,,
Rich Creek,VA,12,18,15,,,,,
Ridgeway,VA,17,14,15,,,,,
Riner,VA,13,12,16,,,,,
Ripplemead,VA,13,13,15,,,,,
Rocky Mount,VA,22,16,14,,,,,
Salem,VA,18,16,14,,,,,
Salem,VA,1,16,14,,,,,
Salem,VA,1,16,14,,,,,
Salem,VA,1,16,14,,,,,
Sandy Level,VA,11,12,15,,,,,
Shawsville,VA,19,12,15,,,,,
Spencer,VA,17,14,13,,,,,
Staffordsville,VA,13,20,13,,,,,
Stanleytown,VA,12,20,14,,,,,
Stuart,VA,14,19,12,,,,,
Thaxton,VA,29,17,10,,,,,
Troutville,VA,13,20,15,,,,,
Union Hall,VA,18,19,14,,,,,
Vesta,VA,15,20,14,,,,,
Villamont,VA,12,20,15,,,,,
Vinton,VA,13,19,14,,,,,
Wirtz,VA,18,27,15,,,,,
Woolwine,VA,13,24,15,,,,,
Bristol,VA,93,17,15,,,,,
Bristol,VA,1,17,15,,,,,
Bristol,VA,1,17,15,,,,,
Bristol,VA,1,17,15,,,,,
Abingdon,VA,18,14,15,,,,,
Abingdon,VA,1,14,15,,,,,
Abingdon,VA,1,14,15,,,,,
Andover,VA,15,22,15,,,,,
Appalachia,VA,17,23,13,,,,,
Bee,VA,21,13,12,,,,,
Ben Hur,VA,12,20,12,,,,,
Big Stone Gap,VA,18,17,14,,,,,
Birchleaf,VA,12,16,14,,,,,
Blackwater,VA,14,14,14,,,,,
Castlewood,VA,48,21,15,,,,,
Cleveland,VA,32,23,13,,,,,
Clinchco,VA,21,25,14,,,,,
Clintwood,VA,15,24,11,,,,,
Coeburn,VA,17,26,15,,,,,
Damascus,VA,19,25,15,,,,,
Dante,VA,19,24,13,,,,,
Davenport,VA,15,27,14,,,,,
Dryden,VA,18,26,13,,,,,
Duffield,VA,11,25,15,,,,,
Dungannon,VA,16,26,13,,,,,
East Stone Gap,VA,18,26,13,,,,,
Ewing,VA,15,28,10,,,,,
Fort Blackmore,VA,19,30,13,,,,,
Gate City,VA,19,27,12,,,,,
Haysi,VA,17,32,13,,,,,
Hiltons,VA,15,36,15,,,,,
Honaker,VA,19,14,12,,,,,
Jonesville,VA,24,19,15,,,,,
Keokee,VA,19,18,14,,,,,
Lebanon,VA,23,17,13,,,,,
Mc Clure,VA,14,25,11,,,,,
Mendota,VA,18,19,16,,,,,
Nickelsville,VA,21,24,14,,,,,
Nora,VA,18,19,12,,,,,
Norton,VA,20,18,14,,,,,
Pennington Gap,VA,22,25,13,,,,,
Pound,VA,17,12,15,,,,,
Rosedale,VA,20,13,16,,,,,
Rose Hill,VA,21,18,15,,,,,
Saint Charles,VA,24,15,11,,,,,
Saint Paul,VA,10,21,13,,,,,
Stonega,VA,18,18,15,,,,,
Trammel,VA,18,18,13,,,,,
Weber City,VA,26,19,11,,,,,
Whitetop,VA,23,23,13,,,,,
Wise,VA,12,28,10,,,,,
Pulaski,VA,23,18,13,,,,,
Atkins,VA,55,14,15,,,,,
Austinville,VA,29,20,12,,,,,
Barren Springs,VA,30,11,14,,,,,
Bastian,VA,15,16,11,,,,,
Bland,VA,21,16,15,,,,,
Broadford,VA,25,20,16,,,,,
Cana,VA,17,25,13,,,,,
Ceres,VA,21,24,10,,,,,
Chilhowie,VA,20,18,15,,,,,
Cripple Creek,VA,14,32,13,,,,,
Crockett,VA,16,30,13,,,,,
Draper,VA,16,25,13,,,,,
Dugspur,VA,13,26,12,,,,,
Elk Creek,VA,23,26,12,,,,,
Emory,VA,15,29,11,,,,,
Fancy Gap,VA,18,27,14,,,,,
Fries,VA,19,29,13,,,,,
Galax,VA,15,32,13,,,,,
Glade Spring,VA,13,32,15,,,,,
Hillsville,VA,13,37,15,,,,,
Hiwassee,VA,14,32,14,,,,,
Independence,VA,22,15,14,,,,,
Ivanhoe,VA,13,21,13,,,,,
Lambsburg,VA,25,14,13,,,,,
Laurel Fork,VA,19,19,12,,,,,
Marion,VA,15,24,12,,,,,
Max Meadows,VA,15,22,14,,,,,
Meadowview,VA,12,19,14,,,,,
Mouth Of Wilson,VA,22,26,12,,,,,
Rocky Gap,VA,21,13,15,,,,,
Rural Retreat,VA,19,11,13,,,,,
Saltville,VA,15,15,16,,,,,
Seven Mile Ford,VA,23,18,12,,,,,
Speedwell,VA,14,11,12,,,,,
Sugar Grove,VA,18,18,13,,,,,
Tannersville,VA,14,22,13,,,,,
Trout Dale,VA,16,20,15,,,,,
Volney,VA,20,20,13,,,,,
Willis,VA,13,29,14,,,,,
Woodlawn,VA,15,31,14,,,,,
Wytheville,VA,9,24,14,,,,,
Staunton,VA,28,18,13,,,,,
Staunton,VA,1,18,13,,,,,
Staunton,VA,1,18,13,,,,,
Augusta Springs,VA,46,15,15,,,,,
Bacova,VA,36,14,14,,,,,
Blue Grass,VA,25,20,15,,,,,
Brownsburg,VA,29,25,13,,,,,
Buena Vista,VA,17,21,16,,,,,
Churchville,VA,22,23,13,,,,,
Clifton Forge,VA,15,24,14,,,,,
Covington,VA,16,30,12,,,,,
Craigsville,VA,7,26,11,,,,,
Crimora,VA,6,33,15,,,,,
Deerfield,VA,29,28,14,,,,,
Doe Hill,VA,15,29,13,,,,,
Fairfield,VA,20,27,15,,,,,
Fort Defiance,VA,17,30,13,,,,,
Glen Wilton,VA,21,28,14,,,,,
Goshen,VA,24,24,13,,,,,
Greenville,VA,20,28,12,,,,,
Grottoes,VA,15,27,15,,,,,
Head Waters,VA,20,29,16,,,,,
Hot Springs,VA,23,13,16,,,,,
Iron Gate,VA,23,20,12,,,,,
Lexington,VA,22,17,11,,,,,
Low Moor,VA,15,16,13,,,,,
Mc Dowell,VA,16,24,12,,,,,
Middlebrook,VA,22,21,14,,,,,
Millboro,VA,17,17,11,,,,,
Mint Spring,VA,17,20,11,,,,,
Montebello,VA,20,13,12,,,,,
Monterey,VA,12,21,14,,,,,
Mount Sidney,VA,14,28,15,,,,,
Mustoe,VA,21,22,12,,,,,
New Hope,VA,15,21,14,,,,,
Port Republic,VA,20,25,15,,,,,
Raphine,VA,19,19,15,,,,,
Rockbridge Baths,VA,19,13,15,,,,,
Selma,VA,14,23,11,,,,,
Spottswood,VA,16,15,13,,,,,
Steeles Tavern,VA,20,19,11,,,,,
Stuarts Draft,VA,9,20,14,,,,,
Swoope,VA,19,27,10,,,,,
Verona,VA,18,23,15,,,,,
Vesuvius,VA,11,21,14,,,,,
Warm Springs,VA,19,16,13,,,,,
West Augusta,VA,19,23,14,,,,,
Weyers Cave,VA,16,20,14,,,,,
Williamsville,VA,16,25,15,,,,,
Lynchburg,VA,45,16,14,,,,,
Lynchburg,VA,1,16,14,,,,,
Lynchburg,VA,1,16,14,,,,,
Lynchburg,VA,1,16,14,,,,,
Lynchburg,VA,1,16,14,,,,,
Lynchburg,VA,1,16,14,,,,,
Lynchburg,VA,1,16,14,,,,,
Lynchburg,VA,1,16,14,,,,,
Lynchburg,VA,1,16,14,,,,,
Lynchburg,VA,1,16,14,,,,,
Altavista,VA,54,12,11,,,,,
Alton,VA,27,13,14,,,,,
Amherst,VA,18,15,14,,,,,
Appomattox,VA,15,22,15,,,,,
Bedford,VA,22,14,13,,,,,
Big Island,VA,21,17,13,,,,,
Blairs,VA,14,14,15,,,,,
Brookneal,VA,21,24,12,,,,,
Buffalo Junction,VA,17,23,14,,,,,
Callands,VA,15,32,14,,,,,
Chatham,VA,15,23,14,,,,,
Clifford,VA,11,22,16,,,,,
Clover,VA,18,23,13,,,,,
Cluster Springs,VA,16,22,14,,,,,
Coleman Falls,VA,15,23,13,,,,,
Concord,VA,16,21,15,,,,,
Crystal Hill,VA,23,30,11,,,,,
Danville,VA,11,24,14,,,,,
Danville,VA,1,24,14,,,,,
Danville,VA,1,24,14,,,,,
Danville,VA,1,24,14,,,,,
Dry Fork,VA,20,24,14,,,,,
Evington,VA,16,28,14,,,,,
Forest,VA,19,26,14,,,,,
Gladstone,VA,14,29,13,,,,,
Gladys,VA,11,29,12,,,,,
Glasgow,VA,10,29,14,,,,,
Goode,VA,15,29,12,,,,,
Gretna,VA,20,30,12,,,,,
Halifax,VA,17,27,15,,,,,
Howardsville,VA,14,11,15,,,,,
Hurt,VA,16,17,13,,,,,
Java,VA,24,17,14,,,,,
Keeling,VA,14,18,14,,,,,
Long Island,VA,18,14,15,,,,,
Lowry,VA,15,15,14,,,,,
Lynch Station,VA,9,17,14,,,,,
Madison Heights,VA,28,23,12,,,,,
Monroe,VA,20,16,13,,,,,
Naruna,VA,14,21,15,,,,,
Nathalie,VA,16,21,15,,,,,
Natural Bridge,VA,11,19,15,,,,,
Natural Bridge Station,VA,8,20,12,,,,,
Nelson,VA,8,22,14,,,,,
Norwood,VA,14,21,15,,,,,
Republican Grove,VA,20,16,16,,,,,
Ringgold,VA,14,12,16,,,,,
Rustburg,VA,20,10,14,,,,,
Scottsburg,VA,22,18,15,,,,,
Scottsville,VA,10,19,14,,,,,
South Boston,VA,24,14,12,,,,,
Spout Spring,VA,11,16,11,,,,,
Sutherlin,VA,15,17,14,,,,,
Sweet Briar,VA,12,26,14,,,,,
Vernon Hill,VA,16,22,15,,,,,
Virgilina,VA,17,23,12,,,,,
Wingina,VA,23,29,13,,,,,
Amonate,VA,67,15,13,,,,,
Bandy,VA,44,18,15,,,,,
Big Rock,VA,27,17,15,,,,,
Bishop,VA,23,18,12,,,,,
Bluefield,VA,22,20,13,,,,,
Boissevain,VA,17,19,12,,,,,
Breaks,VA,22,21,11,,,,,
Burkes Garden,VA,18,26,15,,,,,
Cedar Bluff,VA,18,26,14,,,,,
Doran,VA,21,29,15,,,,,
Falls Mills,VA,14,25,13,,,,,
Grundy,VA,28,27,15,,,,,
Harman,VA,18,33,12,,,,,
Horsepen,VA,15,14,16,,,,,
Hurley,VA,14,13,15,,,,,
Jewell Ridge,VA,19,22,11,,,,,
Keen Mountain,VA,10,19,16,,,,,
Mavisdale,VA,15,23,12,,,,,
Maxie,VA,15,22,13,,,,,
North Tazewell,VA,26,21,14,,,,,
Oakwood,VA,27,20,13,,,,,
Pilgrims Knob,VA,15,26,14,,,,,
Pocahontas,VA,17,17,16,,,,,
Pounding Mill,VA,15,13,13,,,,,
Raven,VA,18,16,16,,,,,
Red Ash,VA,9,13,15,,,,,
Richlands,VA,15,14,16,,,,,
Rowe,VA,25,8,14,,,,,
Shortt Gap,VA,20,14,13,,,,,
Swords Creek,VA,13,28,14,,,,,
Tazewell,VA,23,19,14,,,,,
Vansant,VA,16,19,12,,,,,
Whitewood,VA,21,24,14,,,,,
Wolford,VA,16,29,14,,,,,
Bluefield,WV,39,21,15,,,,,
Athens,WV,18,13,14,,,,,
Beeson,WV,23,14,16,,,,,
Bramwell,WV,36,17,15,,,,,
Bud,WV,28,19,14,,,,,
Covel,WV,17,23,12,,,,,
Freeman,WV,28,29,14,,,,,
Herndon,WV,13,43,17,,,,,
Hiawatha,WV,15,37,14,,,,,
Kegley,WV,17,20,13,,,,,
Kellysville,WV,15,22,13,,,,,
Lashmeet,WV,19,17,14,,,,,
Matoaka,WV,18,19,15,,,,,
Montcalm,WV,17,16,15,,,,,
Nemours,WV,20,20,11,,,,,
Oakvale,WV,14,22,14,,,,,
Princeton,WV,23,14,14,,,,,
Rock,WV,21,15,14,,,,,
Wolfe,WV,13,28,12,,,,,
Welch,WV,19,24,14,,,,,
Anawalt,WV,32,15,13,,,,,
Avondale,WV,23,15,16,,,,,
Bartley,WV,21,16,13,,,,,
Berwind,WV,21,20,15,,,,,
Big Sandy,WV,16,18,13,,,,,
Bradshaw,WV,21,16,13,,,,,
Brenton,WV,17,20,14,,,,,
Capels,WV,18,25,15,,,,,
Caretta,WV,17,23,15,,,,,
Clear Fork,WV,18,24,15,,,,,
Coal Mountain,WV,14,25,13,,,,,
Coalwood,WV,10,25,14,,,,,
Crumpler,WV,18,30,15,,,,,
Cucumber,WV,17,26,14,,,,,
Cyclone,WV,15,23,12,,,,,
Davy,WV,21,27,14,,,,,
Eckman,WV,23,26,14,,,,,
Elbert,WV,16,30,15,,,,,
Elkhorn,WV,14,25,15,,,,,
English,WV,20,24,15,,,,,
Fanrock,WV,15,27,14,,,,,
Gary,WV,22,27,13,,,,,
Hanover,WV,20,28,13,,,,,
Havaco,WV,19,29,15,,,,,
Hemphill,WV,16,34,13,,,,,
Hensley,WV,11,37,17,,,,,
Iaeger,WV,23,15,15,,,,,
Ikes Fork,WV,14,16,16,,,,,
Isaban,WV,13,23,12,,,,,
Itmann,WV,12,22,11,,,,,
Jenkinjones,WV,12,20,12,,,,,
Jesse,WV,13,23,13,,,,,
Jolo,WV,14,19,11,,,,,
Justice,WV,15,26,13,,,,,
Keystone,WV,18,18,13,,,,,
Kimball,WV,17,19,15,,,,,
Kopperston,WV,15,22,16,,,,,
Kyle,WV,9,27,16,,,,,
Leckie,WV,16,17,16,,,,,
Lynco,WV,15,17,15,,,,,
Marianna,WV,18,21,14,,,,,
Matheny,WV,14,21,13,,,,,
Maybeury,WV,15,23,14,,,,,
Mohawk,WV,16,23,14,,,,,
Newhall,WV,27,24,13,,,,,
New Richmond,WV,12,22,14,,,,,
Northfork,WV,17,22,14,,,,,
North Spring,WV,12,23,14,,,,,
Oceana,WV,24,22,15,,,,,
Pageton,WV,18,24,12,,,,,
Panther,WV,17,29,14,,,,,
Paynesville,WV,21,20,11,,,,,
Pineville,WV,17,23,9,,,,,
Powhatan,WV,11,13,14,,,,,
Premier,WV,15,12,15,,,,,
Raysal,WV,21,10,15,,,,,
Rock View,WV,12,16,15,,,,,
Roderfield,WV,19,18,13,,,,,
Simon,WV,20,18,12,,,,,
Skygusty,WV,15,16,12,,,,,
Squire,WV,22,16,13,,,,,
Switchback,WV,12,28,12,,,,,
Thorpe,WV,22,12,14,,,,,
Twin Branch,WV,23,14,11,,,,,
War,WV,18,17,13,,,,,
Warriormine,WV,14,19,14,,,,,
Wilcoe,WV,16,20,14,,,,,
Wolf Pen,WV,12,29,12,,,,,
Worth,WV,18,19,13,,,,,
Wyoming,WV,10,24,14,,,,,
Yukon,WV,12,28,15,,,,,
Lewisburg,WV,54,18,14,,,,,
Fairlea,WV,33,25,14,,,,,
Alderson,WV,35,16,15,,,,,
Arbovale,WV,27,20,15,,,,,
Asbury,WV,17,16,13,,,,,
Auto,WV,18,21,16,,,,,
Ballard,WV,20,14,16,,,,,
Ballengee,WV,10,15,13,,,,,
Bartow,WV,15,17,13,,,,,
Buckeye,WV,15,20,13,,,,,
Caldwell,WV,24,24,13,,,,,
Cass,WV,20,22,14,,,,,
Crawley,WV,26,27,14,,,,,
Dunmore,WV,19,28,13,,,,,
Forest Hill,WV,23,27,13,,,,,
Fort Spring,WV,23,34,10,,,,,
Frankford,WV,16,26,14,,,,,
Gap Mills,WV,14,31,14,,,,,
Glace,WV,16,32,13,,,,,
Grassy Meadows,WV,26,27,12,,,,,
Green Bank,WV,11,32,11,,,,,
Greenville,WV,9,29,15,,,,,
Hillsboro,WV,24,35,16,,,,,
Kieffer,WV,17,19,15,,,,,
Lindside,WV,43,19,14,,,,,
Marlinton,WV,28,18,14,,,,,
Maxwelton,WV,16,24,10,,,,,
Meadow Bluff,WV,19,23,12,,,,,
Neola,WV,18,21,15,,,,,
Pence Springs,WV,18,27,14,,,,,
Peterstown,WV,16,23,13,,,,,
Renick,WV,22,14,14,,,,,
Ronceverte,WV,17,16,15,,,,,
Secondcreek,WV,18,17,14,,,,,
Sinks Grove,WV,13,21,11,,,,,
Smoot,WV,14,19,14,,,,,
Talcott,WV,17,22,13,,,,,
Union,WV,19,16,14,,,,,
Waiteville,WV,15,17,14,,,,,
Wayside,WV,18,22,15,,,,,
White Sulphur Springs,WV,17,23,16,,,,,
Williamsburg,WV,12,22,13,,,,,
Wolfcreek,WV,9,30,13,,,,,
Alloy,WV,65,13,13,,,,,
Alum Creek,WV,42,15,14,,,,,
Ameagle,WV,21,13,11,,,,,
Amma,WV,17,15,14,,,,,
Arnett,WV,23,20,14,,,,,
Artie,WV,15,19,13,,,,,
Ashford,WV,20,10,16,,,,,
Bald Knob,WV,14,17,15,,,,,
Bancroft,WV,15,19,14,,,,,
Belle,WV,20,17,15,,,,,
Bentree,WV,15,21,11,,,,,
Bickmore,WV,19,17,16,,,,,
Bim,WV,22,15,15,,,,,
Blair,WV,18,14,14,,,,,
Bloomingrose,WV,14,20,14,,,,,
Blount,WV,12,20,16,,,,,
Blue Creek,WV,8,21,14,,,,,
Bob White,WV,16,17,14,,,,,
Bomont,WV,10,12,16,,,,,
Boomer,WV,13,19,11,,,,,
Buffalo,WV,14,23,11,,,,,
Cabin Creek,WV,12,24,14,,,,,
Cannelton,WV,18,26,13,,,,,
Cedar Grove,WV,22,22,12,,,,,
Charlton Heights,WV,14,17,16,,,,,
Clay,WV,10,29,13,,,,,
Clear Creek,WV,6,25,14,,,,,
Clendenin,WV,16,23,14,,,,,
Clio,WV,15,25,12,,,,,
Clothier,WV,9,24,15,,,,,
Colcord,WV,20,23,14,,,,,
Comfort,WV,19,23,13,,,,,
Costa,WV,16,22,14,,,,,
Danville,WV,16,26,14,,,,,
Dawes,WV,13,28,13,,,,,
Deep Water,WV,17,23,15,,,,,
Dixie,WV,15,24,15,,,,,
Dorothy,WV,12,27,15,,,,,
Drybranch,WV,12,24,13,,,,,
Dry Creek,WV,12,25,12,,,,,
Duck,WV,17,24,11,,,,,
Dunbar,WV,16,28,12,,,,,
East Bank,WV,17,30,14,,,,,
Eleanor,WV,22,29,11,,,,,
Elkview,WV,14,31,15,,,,,
Eskdale,WV,15,25,12,,,,,
Ethel,WV,13,25,12,,,,,
Falling Rock,WV,16,27,11,,,,,
Foster,WV,11,26,15,,,,,
Fraziers Bottom,WV,16,34,11,,,,,
Gallagher,WV,18,29,14,,,,,
Gauley Bridge,WV,20,28,12,,,,,
Glasgow,WV,11,30,15,,,,,
